Ingredient,Vector
zesty_italian_dressing,"[-0.018570919, 0.028229859, 0.01930727, 0.029162548, -0.028797776, 0.027147995, 0.02662867, 0.032776475, 0.028823867, 0.030041695, -0.027026081, 0.02336459, 0.024097975, -0.029147351, -0.019706026, 0.03073632, -0.03046536, 0.03446356, 0.022753451, 0.020949218, -0.016649043, -0.018462317, 0.01707191, -0.028170908, -0.016757185, 0.017383052, -0.030826377, -0.032134824, -0.02014325, -0.026173357, 0.017553112, -0.015745556, 0.014807814, 0.025986128, 0.026737202, -0.022951467, 0.029903403, 0.031534586, 0.023020275, -0.031562205, 0.019904248, -0.02208586, -0.017853456, -0.031083014, 0.019243812, -0.0190383, 0.014993115, -0.0351518, -0.023414737, 0.017089326, -0.03321091, -0.014520715, 0.023236923, 0.017987508, 0.031828184, 0.023286872, 0.016088778, -0.025989823, -0.022354398, -0.016036037, -0.025361052, -0.021013208, 0.023437988, -0.016715432, 0.024702733, 0.030137166, -0.030609755, -0.02232032, 0.016869428, 0.023794103, -0.027184652, -0.028567262, 0.031209627, 0.030267036, 0.031063633, 0.017249184, 0.022383105, -0.020884134, 0.027057314, -0.025669124, 0.025882468, 0.034989662, 0.0210963, 0.027331702, -0.019562876, 0.01983322, -0.027612163, -0.032358717, 0.020893559, -0.02890041, -0.016926141, -0.028955828, -0.01483141, 0.02003416, -0.025349546, 0.014792387, -0.015187283, 0.020303037, 0.01961463, 0.02287432]"
hot_chili,"[-0.020837322, 0.015256111, 0.018211693, 0.031629123, -0.025736924, 0.015284323, 0.032820873, 0.0365031, 0.02011535, 0.024600107, -0.02398237, 0.033699267, 0.026297536, -0.029417524, -0.029483955, 0.03056197, -0.018918114, 0.035906423, 0.019198874, 0.0139180245, -0.03362459, -0.031063518, 0.0320334, -0.02504183, -0.021333244, 0.031357158, -0.018118963, -0.023813946, -0.017117128, -0.028535224, 0.026464723, -0.019842312, 0.024153292, 0.0154869305, 0.028532801, -0.021833431, 0.013803231, 0.036566626, 0.022960901, -0.023980137, 0.019373093, -0.017595168, -0.03444931, -0.020771626, 0.016434731, -0.022479191, 0.03160597, -0.029954663, -0.023338811, 0.032778427, -0.03130719, -0.028999552, 0.031287167, 0.014801986, 0.032194357, 0.025338491, 0.03641709, -0.03437342, -0.018811338, -0.031862486, -0.013848229, -0.033190902, 0.027617045, -0.02249026, 0.024288617, 0.01048687, -0.011991275, -0.020863263, 0.020196587, 0.017160041, -0.03101104, -0.025849221, 0.01795001, 0.021341119, 0.026916908, 0.019177938, 0.01896398, -0.013669759, 0.021439323, -0.03317333, 0.015967438, 0.019188864, 0.029785994, 0.026631135, -0.025955146, 0.020254813, -0.02552781, -0.016316174, 0.016163263, -0.029618116, -0.02317471, -0.031752646, -0.025226988, 0.036117263, -0.019774895, 0.019789152, -0.007043664, 0.024963604, 0.019428123, 0.025594098]"
sliced_green_onions,"[-0.07508989, 0.07631826, -0.00026271306, -0.00088872295, -0.13462876, 0.0053556403, -0.033656072, 0.06030447, 0.047707133, 0.096862085, -0.04159976, 0.09332017, 0.12145325, -0.054818913, 0.048162807, 0.064636745, -0.01627813, 0.041230597, 0.076509394, 0.09117606, -0.0687791, 0.06578245, 0.0026049244, 0.08653896, 0.013570687, 0.10568451, 0.014092176, -0.13922219, -0.091516465, -0.016624961, 0.07529168, 0.12448834, 0.07378573, 0.0080416985, -0.021038964, 0.01792486, 0.012789432, 0.009683878, -0.057903208, -0.072805755, 0.07617736, -0.08560206, -0.088656984, -0.05155959, -0.011906663, -0.08952533, 0.029516174, -0.053956773, -0.0016874543, -0.025124127, -0.046090048, 0.0015833062, 0.0025695935, -0.08577416, 0.10485621, 0.047148347, 0.095891275, -0.011422593, 0.11773003, -0.0061937887, 0.07415667, 0.012555104, -0.033698767, -0.054268144, 0.034858245, -0.048598662, -0.035530537, 0.019560056, 0.06887462, -0.066593535, -0.10216085, 0.011432176, 0.061747767, -0.0017762405, 0.049761485, 0.047447585, 0.03493891, 0.010287936, 0.06510937, -0.008222758, 0.077283315, 0.09259675, 0.11377576, 0.08527915, 0.08403254, 0.09728684, -0.059526153, -0.06942252, 0.07752034, -0.065926716, 0.08225254, -0.026611645, -0.031868264, 0.042736143, -0.0718876, -0.03873775, 0.11840325, 0.09674187, 0.05669124, -0.02365261]"
broccolini,"[-0.02956472, 0.036495183, 0.032436226, 0.026597729, -0.059631433, 0.03113508, 0.012694709, 0.032004245, 0.031229211, 0.0334983, -0.0445941, 0.039004236, 0.037343014, -0.04149488, -0.0055264104, 0.038146134, -0.031369615, 0.022325842, 0.031037059, 0.04306104, -0.04874448, -0.014274171, 0.019143414, -0.0040821442, -0.02290538, 0.029870732, -0.028980484, -0.047626685, -0.029513074, -0.018250583, 0.027655024, 0.005828324, 0.04783948, 0.010457278, 0.010788751, -0.03519975, 0.021342568, 0.023971017, 0.015169572, -0.042484228, 0.0282327, -0.026212523, -0.030987615, -0.024221674, 0.023086963, -0.035067994, 0.021439351, -0.024081258, -0.019025894, 0.016206283, -0.023359817, -0.024341995, 0.031596877, 0.004051968, 0.039651364, 0.018942067, 0.029611073, -0.030581528, 0.0015733545, -0.025050161, -0.0057728575, -0.019989483, 0.009076294, -0.027610304, 0.028116083, 0.021809326, -0.025980748, -0.027741421, 0.040566903, 0.0044562216, -0.02944754, -0.026827216, 0.030932803, 0.025122592, 0.02173811, 0.024680113, 0.020631377, -0.026297437, 0.031152654, -0.033525627, 0.029539948, 0.028151326, 0.038676754, 0.039658815, -0.01557387, 0.041760497, -0.035128098, -0.028271383, 0.034857795, -0.036103524, -0.010471184, -0.018151857, -0.022138465, 0.027547285, -0.032153923, 0.012395952, -0.009514198, 0.034559276, 0.021344805, 0.02638561]"
roasted_peanuts,"[-0.060535528, 0.06087088, 0.0018093173, 0.021072183, -0.12173042, 0.019542608, -0.008556318, 0.058120698, 0.048896097, 0.096410826, -0.044791453, 0.06103297, 0.068612166, -0.045516312, 0.02109227, 0.07396198, -0.042217378, 0.04388247, 0.05530766, 0.057442196, -0.08130584, 0.030342178, 0.015718564, 0.07450644, -0.013184154, 0.09046045, -0.00022904853, -0.122564584, -0.06887918, -0.029998537, 0.057897687, 0.10998899, 0.06792878, -0.007666721, -0.0039525726, -0.01833132, 0.017878886, 0.02743461, -0.03964144, -0.047126044, 0.065912336, -0.057736862, -0.07082771, -0.0645245, -0.010131695, -0.05513154, 0.03852231, -0.043114375, -0.015302941, -0.002141804, -0.04859719, -0.014752486, 0.008856464, -0.07031701, 0.10939817, 0.058507886, 0.08840608, -0.025209267, 0.0808609, -0.013843928, 0.062222335, -0.008371542, -0.012499535, -0.0604393, 0.057592686, -0.032935668, -0.015029266, -0.0091991, 0.058821056, -0.035251606, -0.05965749, -0.016467102, 0.05851698, 0.012521215, 0.042291753, 0.039264716, 0.03454684, -0.0021709313, 0.058700092, -0.026913127, 0.071386755, 0.05911043, 0.07758154, 0.081548415, 0.057745747, 0.07583208, -0.057744566, -0.055056535, 0.057781976, -0.028036967, 0.05585625, -0.047664724, -0.03168463, 0.04093904, -0.048200402, -0.011090083, 0.073582396, 0.0683921, 0.054185584, -0.025751542]"
hoisin_sauce,"[-0.072622694, 0.068334855, -0.010190205, 0.005235391, -0.14563452, 0.012603399, -0.035870746, 0.074375644, 0.05349248, 0.12191883, -0.069644265, 0.08833164, 0.094660304, -0.069237255, 0.054829717, 0.08015537, -0.03769139, 0.04097095, 0.056521658, 0.068345405, -0.085575305, 0.06865989, -0.0010183449, 0.09794513, 0.008628821, 0.11831765, 0.010425209, -0.14228015, -0.082930334, -0.041013587, 0.058253646, 0.14904925, 0.10817758, -0.027270334, -0.009510718, -0.004755212, -0.0045300284, 0.03180303, -0.07314366, -0.075500146, 0.07503158, -0.078523695, -0.08052591, -0.06413438, -0.028589431, -0.08161608, 0.027388051, -0.035200417, 0.011804873, -0.015304617, -0.04752015, 0.0048935954, 0.0025085967, -0.11182472, 0.12025856, 0.072521314, 0.09525289, -0.030100936, 0.123047546, -0.017516613, 0.10328342, -0.0036228907, -0.01708545, -0.06443817, 0.042934656, -0.061097506, -0.029854905, 0.017308563, 0.08572714, -0.06140252, -0.08736322, -0.003200672, 0.05795882, 0.016443469, 0.060348425, 0.037811015, 0.022305448, 0.0025621627, 0.06909821, -0.022354633, 0.08618711, 0.07301591, 0.09438622, 0.11855487, 0.12141823, 0.10017409, -0.05638355, -0.06700714, 0.07801544, -0.053583913, 0.09127659, -0.046533063, -0.048546117, 0.02968273, -0.07288645, -0.03379986, 0.12462314, 0.08984805, 0.062263347, -0.025290132]"
beansprouts,"[-0.06795633, 0.08025392, -0.024010247, 0.019993527, -0.17546362, 0.008098937, -0.048746254, 0.082591936, 0.049347214, 0.12344149, -0.060830183, 0.08168804, 0.118755125, -0.060534887, 0.07068716, 0.09659577, -0.025542002, 0.05884909, 0.07515824, 0.09445161, -0.10191997, 0.09148523, -0.010558716, 0.13194646, 0.0048037823, 0.12306673, 0.02489728, -0.16447417, -0.091318, -0.034352954, 0.07702805, 0.19329302, 0.09580915, -0.011909904, -0.014300992, 0.0032015855, -0.021610618, 0.026637696, -0.06993689, -0.07394977, 0.07791236, -0.08865732, -0.10044119, -0.07983548, -0.05121526, -0.08299124, 0.034101367, -0.037542198, 0.0055985483, -0.024293987, -0.061870746, -0.00085831515, 0.004826314, -0.11585667, 0.14681807, 0.081658535, 0.10693288, -0.013936873, 0.14597145, -0.020834249, 0.099534035, 0.002448027, -0.025585061, -0.07119219, 0.05884281, -0.06573793, -0.030477926, 0.0223275, 0.0851629, -0.07916842, -0.1051601, 0.005309252, 0.058280844, 0.0012219093, 0.05456846, 0.044726063, 0.04350669, 0.023901984, 0.06690976, -0.012619971, 0.097544715, 0.08878297, 0.12991732, 0.10378769, 0.14788017, 0.11602584, -0.06969324, -0.075745836, 0.08618635, -0.05630636, 0.10475068, -0.046860036, -0.038554143, 0.036535557, -0.078922495, -0.032682754, 0.15200175, 0.08450161, 0.061406616, -0.050080698]"
roma_tomatoes,"[-0.047646362, 0.05339139, -0.0065921736, 0.017569222, -0.11271472, 0.0045982692, -0.034331657, 0.052400067, 0.0568476, 0.078243285, -0.045951452, 0.06543777, 0.08796894, -0.050920878, 0.015662549, 0.046481848, -0.023508962, 0.044982973, 0.061600514, 0.08563991, -0.055539932, 0.04283627, -0.011959034, 0.037457466, -0.00078204734, 0.09171007, -0.009470575, -0.09234043, -0.06349325, -0.026876695, 0.045101736, 0.07307118, 0.05243557, 0.023815194, -0.0009274886, -0.0052921837, 0.009497173, 0.014729036, -0.045390192, -0.0625072, 0.060533036, -0.077908546, -0.070516795, -0.05907996, 0.012121526, -0.076540105, 0.008452558, -0.047894195, 0.006367599, 0.0045308108, -0.03357635, -0.0022873639, 0.0011811646, -0.048935477, 0.09553308, 0.03566555, 0.072924696, -0.02901696, 0.047758758, -0.024331555, 0.044409364, 0.0046773055, -0.008938205, -0.052615393, 0.026219307, -0.026948288, -0.028054789, 0.0043159258, 0.051067002, -0.042188384, -0.08227398, -0.010671968, 0.06157721, -0.0031868392, 0.042195532, 0.05327896, 0.029701238, 0.0027082039, 0.07317311, -0.008226899, 0.06271202, 0.07808881, 0.07903782, 0.07447129, 0.019375628, 0.069978625, -0.045976974, -0.047207996, 0.06939162, -0.046900652, 0.049237847, -0.026289148, -0.034008104, 0.028402034, -0.07018005, -0.030576512, 0.06706639, 0.077985674, 0.044565633, 0.00250649]"
low_fat_mayonnaise,"[-0.021094263, 0.039682195, 0.018964794, 0.024074273, -0.027861852, 0.022822568, 0.01617412, 0.03203277, 0.028225992, 0.031889867, -0.031301204, 0.039718665, 0.033374928, -0.037571937, -0.027675578, 0.034108248, -0.03512385, 0.035903726, 0.04012585, 0.039911423, -0.027099686, -0.029853415, 0.015821801, -0.02337919, -0.030849848, 0.03084405, -0.021374315, -0.03110657, -0.028262869, -0.033283345, 0.022095688, -0.005411256, 0.019862942, 0.037272226, 0.033979684, -0.024366494, 0.020335732, 0.024855714, 0.019277776, -0.030093156, 0.035875805, -0.02807589, -0.0355259, -0.019112416, 0.018918095, -0.036218934, 0.021681942, -0.029966652, -0.030692691, 0.030841922, -0.022401474, -0.017460082, 0.03141662, 0.014637301, 0.022198224, 0.032114897, 0.02890011, -0.016271787, -0.018018473, -0.021783583, -0.014192551, -0.027417026, 0.019382024, -0.018332915, 0.038631916, 0.02049261, -0.030022796, -0.0318846, 0.028384836, 0.019754242, -0.034760773, -0.028172625, 0.029409576, 0.020426502, 0.022523614, 0.032221455, 0.026657917, -0.01909345, 0.03984114, -0.031080136, 0.02719335, 0.03604377, 0.03314679, 0.03534391, -0.013325085, 0.032189943, -0.039153676, -0.02848456, 0.026772503, -0.02644454, -0.027219228, -0.026371328, -0.02931265, 0.03759317, -0.03859871, 0.032798592, -0.021368397, 0.034246095, 0.02060435, 0.02268084]"
baking_potatoes,"[-0.047212224, 0.05516307, 0.0150800785, 0.008460068, -0.07559449, 0.011472662, -0.0052632145, 0.041720852, 0.054384906, 0.0510611, -0.038522657, 0.051618487, 0.07602789, -0.060479086, 0.00940402, 0.06430543, -0.033422362, 0.042746324, 0.052596577, 0.06933375, -0.05340065, 0.032846343, 0.0031968714, 0.023078706, -0.015743677, 0.057176102, -0.0024290793, -0.083763376, -0.05871208, -0.027684717, 0.040704653, 0.031529646, 0.053022355, 0.008184871, 0.012318131, -0.020353258, 0.02668593, 0.028917495, -0.019341066, -0.049513668, 0.055799507, -0.05228215, -0.073980145, -0.056839567, 0.015840584, -0.05876763, 0.020904126, -0.04810855, -0.022352094, 0.008709733, -0.024511911, -0.013134763, 0.010468884, -0.033631757, 0.053958483, 0.034327757, 0.03550495, -0.020802204, 0.03786158, -0.011803929, 0.026162565, -0.0022967204, -0.0036612046, -0.035116617, 0.043043762, -0.005237937, -0.032213226, 0.0071223164, 0.05233124, -0.019321281, -0.06654739, -0.012612064, 0.04426714, 0.0063433964, 0.044804215, 0.04497345, 0.010028984, -0.01928284, 0.06475133, -0.011318914, 0.05299646, 0.060397137, 0.07742417, 0.046745162, 0.023609681, 0.032009613, -0.058325496, -0.04620445, 0.053972777, -0.04984562, 0.027637437, -0.013078112, -0.02118356, 0.026881477, -0.058047578, -0.010578414, 0.031455234, 0.06982657, 0.050077878, 0.0031701406]"
sesame_seeds,"[-0.0760484, 0.07110453, -0.016443193, 0.007287105, -0.16909371, 0.0072915917, -0.030386293, 0.09461847, 0.05302328, 0.1363143, -0.056378227, 0.08069391, 0.113401964, -0.06766314, 0.075605415, 0.09216565, -0.03197791, 0.045625128, 0.060518607, 0.08653329, -0.09679337, 0.091659606, -0.0031921617, 0.13289705, 0.008648606, 0.1265029, 0.015585668, -0.15919195, -0.09297884, -0.04310855, 0.059517577, 0.18490298, 0.10640955, -0.041337125, -0.010629756, -0.01063056, -0.012943885, 0.035227437, -0.074325874, -0.07792873, 0.084703445, -0.0834997, -0.08777844, -0.08728249, -0.03755622, -0.08356062, 0.027666235, -0.03923847, 0.003383953, -0.01777937, -0.054309238, 0.012091578, 0.0024340951, -0.13312253, 0.14599378, 0.076550685, 0.117854744, -0.020898854, 0.1563062, -0.024306512, 0.11036837, -0.00028060115, -0.046676695, -0.08598593, 0.045135245, -0.07102726, -0.010739111, 0.015278591, 0.08913177, -0.08250601, -0.095813416, -0.0008856027, 0.07160001, 0.0177326, 0.06799695, 0.048256643, 0.032335434, 0.014491539, 0.07693996, -0.036000714, 0.09263463, 0.08942929, 0.11376672, 0.121548995, 0.12780288, 0.10823045, -0.06841421, -0.074872054, 0.0858961, -0.04117866, 0.08889205, -0.04353697, -0.04219435, 0.045189787, -0.058152024, -0.03316162, 0.16117933, 0.09370759, 0.058551583, -0.03557326]"
yellow_peppers,"[-0.039265946, 0.03202281, 0.02138198, 0.01437857, -0.06502397, 0.013966856, -0.0045511727, 0.044756483, 0.04210178, 0.050423298, -0.032191854, 0.036831632, 0.050097626, -0.040239997, -0.0038196035, 0.040199913, -0.03797995, 0.022197122, 0.03182548, 0.046167783, -0.04984147, 0.0032178205, 0.021085698, 0.012057405, -0.011830021, 0.05227723, -0.013947313, -0.07051997, -0.03975956, -0.024917353, 0.049253967, 0.025430143, 0.032025333, 0.020278705, 0.0028694083, -0.011259722, 0.016741304, 0.02977864, -0.00042760844, -0.02894587, 0.04136261, -0.042064454, -0.045927886, -0.040124357, 0.014448481, -0.04979708, 0.01574294, -0.031667683, -0.0117736105, 0.012823173, -0.04505767, -0.023334628, 0.009031476, -0.015871082, 0.05297211, 0.044099692, 0.039062016, -0.029987045, 0.017888773, -0.033812374, 0.020072807, -0.024295582, 0.0012319608, -0.03991446, 0.02190756, -0.0017638457, -0.027186986, -0.022254474, 0.03266527, 0.0030984094, -0.05875266, -0.008019345, 0.03921973, 0.015654372, 0.030377584, 0.033777438, 0.03238606, -0.020908592, 0.03491034, -0.019928418, 0.039723817, 0.04489086, 0.061699543, 0.04632786, 0.0021015317, 0.042965192, -0.02704539, -0.035849404, 0.04609622, -0.039956644, 0.006970417, -0.024271686, -0.023010455, 0.028846936, -0.044842068, -0.0012450775, 0.026161285, 0.039533455, 0.035937402, 0.011587664]"
extra_firm_tofu,"[-0.060223453, 0.061894655, -0.0049562063, 0.013644488, -0.11059782, 0.0035522168, -0.022251893, 0.062033024, 0.046334814, 0.084250025, -0.03719056, 0.05670578, 0.08283077, -0.03898487, 0.044107158, 0.07602025, -0.034315377, 0.056970425, 0.05857012, 0.06140041, -0.07404313, 0.042643968, -0.0016583899, 0.06518279, 0.0046136854, 0.0894875, 0.002101136, -0.091811046, -0.062403418, -0.036413934, 0.0565357, 0.09870229, 0.052162472, -0.0041858284, 0.0010943525, -0.010810066, -0.003755157, 0.015926799, -0.036093947, -0.06212749, 0.06641095, -0.064551264, -0.07813781, -0.06871114, -0.020853557, -0.06993993, 0.020679116, -0.033287223, -0.010648875, -0.0055125426, -0.04274884, 0.0022268293, 0.014403638, -0.05711498, 0.09049266, 0.05403824, 0.068517014, -0.031112213, 0.09629824, -0.022926124, 0.067041725, -0.012658675, -0.008790598, -0.058852114, 0.046642676, -0.038893234, -0.020641182, -0.003975391, 0.06131712, -0.047292486, -0.07694381, -0.0022845124, 0.05253321, 0.020108728, 0.0413217, 0.03452568, 0.028871048, 0.007021245, 0.058243018, -0.02203063, 0.0720823, 0.07140606, 0.071560904, 0.08175451, 0.050167613, 0.083277375, -0.051652957, -0.052103233, 0.060046185, -0.029905424, 0.06987843, -0.044323314, -0.03180404, 0.041116923, -0.05253088, -0.023555793, 0.07767118, 0.07706429, 0.052693095, -0.018748445]"
arrowroot_powder,"[-0.038114525, 0.03534133, 0.021232193, 0.019771624, -0.033488724, 0.023699122, 0.033899482, 0.03327037, 0.02929449, 0.031018844, -0.035336185, 0.027460486, 0.029344933, -0.023146167, -0.0139159225, 0.025692211, -0.032677412, 0.035271708, 0.024523206, 0.024429932, -0.024183528, -0.03281616, 0.02940391, -0.030655319, -0.030540366, 0.024670077, -0.036015175, -0.03816534, -0.026930248, -0.01801809, 0.033138167, -0.027393183, 0.019722583, 0.0213963, 0.022558354, -0.022589963, 0.028790493, 0.035534743, 0.02754932, -0.02693706, 0.027178943, -0.022036826, -0.021111785, -0.035280358, 0.01892694, -0.027050383, 0.017675616, -0.032171927, -0.0182051, 0.026162732, -0.022023452, -0.016538054, 0.020395713, 0.01255276, 0.039027806, 0.024423247, 0.034361262, -0.02394622, -0.026019154, -0.03777193, -0.013798121, -0.017376432, 0.02429222, -0.034181867, 0.034396075, 0.018598605, -0.02470455, -0.02543429, 0.022703, 0.024521759, -0.03727595, -0.026191868, 0.026710425, 0.03592471, 0.020622166, 0.019148333, 0.03437317, -0.022304999, 0.033632692, -0.03303633, 0.032992013, 0.025757624, 0.029033588, 0.039517164, -0.0126152495, 0.036932614, -0.039968356, -0.034409247, 0.020305566, -0.024459358, -0.022373063, -0.028650114, -0.030406756, 0.024106354, -0.022429956, 0.021603154, -0.009933538, 0.035938457, 0.021261457, 0.030455822]"
red_curry_paste,"[-0.057701264, 0.042527847, 0.013167856, 0.023432704, -0.097781904, 0.00033152488, -0.007487639, 0.0714677, 0.03389648, 0.08136265, -0.042150743, 0.04741486, 0.05278792, -0.032294318, 0.015204464, 0.05665303, -0.026603043, 0.05250042, 0.057970382, 0.051743053, -0.05138792, 0.008902725, 0.01751696, 0.025315506, -0.031585265, 0.07237293, -0.014904093, -0.09619189, -0.056130905, -0.03486618, 0.039126255, 0.05019754, 0.0571264, -0.0038512854, 0.01145241, -0.035878148, 0.017304748, 0.028905837, -0.034189682, -0.053225264, 0.055208683, -0.058038127, -0.07599396, -0.059463758, -0.0083261365, -0.05615623, 0.030211246, -0.028085776, -0.015154292, -0.0035273498, -0.057122093, -0.023411801, 0.018091168, -0.040134747, 0.1025585, 0.04681989, 0.07877007, -0.024530081, 0.05645165, -0.02087835, 0.03543842, -0.016519964, 0.0031246417, -0.057952948, 0.041253544, -0.027180143, -0.011921302, -0.0160457, 0.062197287, -0.0073185316, -0.048801195, -0.007950197, 0.039922472, 0.03352683, 0.034236845, 0.025689643, 0.035347357, -0.0074204556, 0.05079751, -0.02221286, 0.047500663, 0.048909377, 0.056784406, 0.08934223, 0.030771438, 0.08662225, -0.057406142, -0.04132214, 0.05666055, -0.0290843, 0.025512876, -0.035898514, -0.044580642, 0.035094835, -0.037298754, -0.00045678648, 0.055299282, 0.05574772, 0.055073865, 0.0014328944]"
